产品ID,标题,参考价,京东价,京东链接,产品图片,产品参数,京东店铺,评论数,爬取时间
100044164608,Intel 酷睿 i5 13490F,1599.0,899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100044164608.html,https://2b.zol-img.com.cn/product/228_320x240/887/cekQovezuYY4U.jpg,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：2.5GHz
最高睿频：4.8GHz
三级缓存：24MB
封装大小：45×37.5mm
核心数量：10核心
线程数：16线程",英特尔京东自营旗舰店,1万+,2025-04-24 14:32:16
10111479781056,AMD Ryzen 7 9700X,2849.0,2099.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10111479781056.html,https://2b.zol-img.com.cn/product/263_320x240/771/ceyEYNtgH9oBc.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 9000系列
CPU主频：3.8GHz
动态加速频率：5.5GHz
三级缓存：32MB
插槽类型：Socket AM5
核心数量：8核心
线程数：16线程",,96,2025-04-24 14:32:44
10089456109585,Intel 酷睿 i5 14600KF,2499.0,1419.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10089456109585.html,https://2e.zol-img.com.cn/product/254_320x240/380/ceLe549gUtplc.jpg,"适用类型：台式机
CPU系列：酷睿i5 14代系列
最高睿频：5.3GHz
CPU主频：暂无数据
三级缓存：24MB
插槽类型：LGA 1700
核心数量：14核心
线程数：20线程",,2万+,2025-04-24 14:33:11
10069968603299,Intel 酷睿 i5 12600KF,1830.0,1074.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10069968603299.html,https://2e.zol-img.com.cn/product/222_320x240/880/cei20SM6YrSw.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：3.7GHz
动态加速频率：4.9GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：十核心
线程数：十六线程",,2万+,2025-04-24 14:33:38
100031035610,Intel 酷睿 i5 12400F,1210.0,839.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100031035610.html,https://2c.zol-img.com.cn/product/220_320x240/648/ceCLWjtv5tp4o.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：2.5GHz
最高睿频：4.4GHz
三级缓存：18MB
插槽类型：LGA 1700
核心数量：暂无数据
线程数：暂无数据",英特尔京东自营旗舰店,20万+,2025-04-24 14:33:55
10059568992326,AMD Ryzen 5 5600,1359.0,579.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10059568992326.html,https://2b.zol-img.com.cn/product/218_320x240/753/cepwqsh6FLpUY.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 5000
CPU主频：3.5GHz
动态加速频率：4.4GHz
插槽类型：Socket AM4
三级缓存：暂无数据
核心数量：六核心
线程数：十二线程",,2000+,2025-04-24 14:34:14
10069496172347,Intel 酷睿 i5 13600KF,2600.0,1299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10069496172347.html,https://2e.zol-img.com.cn/product/222_320x240/232/ceLyKiltWI2.jpg,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：3.5GHz
最高睿频：5.1GHz
三级缓存：24MB
插槽类型：LGA 1700
核心数量：十四核心
线程数：二十线程",,1000+,2025-04-24 14:34:41
10027670672823,Intel 酷睿 i5 12400,1480.0,1129.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10027670672823.html,https://2f.zol-img.com.cn/product/222_320x240/881/cekZ8J9cikhRs.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：2.5GHz
最高睿频：4.4GHz
三级缓存：18MB
插槽类型：LGA 1700
核心数量：六核心
线程数：十二线程",,5万+,2025-04-24 14:34:52
100070072275,Intel 酷睿 i9 14900K,4999.0,3499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100070072275.html,https://2f.zol-img.com.cn/product/264_320x240/749/ceuNTDIw8dfVc.png,"适用类型：台式机
CPU系列：酷睿i9 14代系列
最高睿频：6GHz
CPU主频：暂无数据
三级缓存：36MB
插槽类型：LGA 1700
核心数量：24核心
线程数：32线程",英特尔京东自营旗舰店,20万+,2025-04-24 14:35:00
68482227543,AMD Ryzen 5 7500F,1239.0,949.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/68482227543.html,https://2d.zol-img.com.cn/product/250_320x240/663/ceOPUAPfYhg1E.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 7000系列
CPU主频：3.7GHz
最高睿频：5GHz
三级缓存：32MB
插槽类型：Socket AM5
核心数量：六核心
线程数：十二线程",,2万+,2025-04-24 14:35:17
10089456109581,Intel 酷睿 i7 14700KF,3299.0,2309.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10089456109581.html,https://2c.zol-img.com.cn/product/254_320x240/366/ceK3nYha9nXTI.jpg,"适用类型：台式机
CPU系列：酷睿i7 14代系列
最高睿频：5.6GHz
CPU主频：暂无数据
三级缓存：33MB
插槽类型：LGA 1700
核心数量：20核心
线程数：28线程",,2万+,2025-04-24 14:35:55
100049450275,Intel 酷睿 i5 13400F,1699.0,989.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100049450275.html,https://2f.zol-img.com.cn/product/226_320x240/861/cerkIgTYOOXmo.jpg,"CPU系列：酷睿i5 13代系列
适用类型：暂无数据
CPU主频：2.5GHz
最高睿频：4.6GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：十核心
线程数：十六线程",英特尔京东自营旗舰店,2万+,2025-04-24 14:36:12
10087603489123,Intel 酷睿 i5 14600K,2599.0,1799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10087603489123.html,https://2e.zol-img.com.cn/product/254_320x240/380/ceLe549gUtplc.jpg,"适用类型：台式机
CPU系列：酷睿i5 14代系列
最高睿频：5.3GHz
CPU主频：暂无数据
三级缓存：24MB
插槽类型：LGA 1700
核心数量：14核心
线程数：20线程",,5000+,2025-04-24 14:36:29
10087603489125,Intel 酷睿 i7 14700K,3499.0,2799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10087603489125.html,https://2c.zol-img.com.cn/product/254_320x240/366/ceK3nYha9nXTI.jpg,"适用类型：台式机
CPU系列：酷睿i7 14代系列
CPU主频：2.5GHz
最高睿频：5.6GHz
三级缓存：33MB
插槽类型：LGA 1700
核心数量：20核心
线程数：28线程",,5000+,2025-04-24 14:36:37
100120799071,Intel 酷睿 Ultra 7 265K,3199.0,2699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100120799071.html,https://2f.zol-img.com.cn/product/270_320x240/947/ceCaRzs9KHNB6.jpg,"适用类型：台式机
CPU系列：酷睿 Ultra 7 200系列
最高睿频：5.7GHz
CPU主频：暂无数据
三级缓存：30MB
插槽类型：LGA 1851
核心数量：20核心
线程数：20线程",英特尔京东自营旗舰店,20万+,2025-04-24 14:36:56
100020455567,AMD Ryzen 7 5700X,1999.0,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100020455567.html,https://2c.zol-img.com.cn/product/220_320x240/518/ceYeEovrKN9bQ.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 5000
CPU主频：3.4GHz
动态加速频率：4.6GHz
插槽类型：Socket AM4
三级缓存：暂无数据
核心数量：八核心
线程数：十六线程",AMD京东自营旗舰店,10万+,2025-04-24 14:37:13
100012989127,AMD Ryzen 5 5600G,1599.0,779.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100012989127.html,https://2c.zol-img.com.cn/product/221_320x240/642/cezY3xNEKD1I.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 5000
CPU主频：3.9GHz
动态加速频率：4.4GHz
三级缓存：16MB
插槽类型：Socket AM4
核心数量：六核心
线程数：十二线程",AMD京东自营旗舰店,10万+,2025-04-24 14:37:22
10036126341929,Intel 酷睿 i3 12100F,850.0,579.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10036126341929.html,https://2f.zol-img.com.cn/product/221_320x240/145/ceJWoexPEVoc.jpg,"适用类型：台式机
CPU系列：酷睿i3 12代系列
CPU主频：3.3GHz
最高睿频：4.3GHz
三级缓存：12MB
插槽类型：LGA 1700
核心数量：四核心
线程数：八线程",,5万+,2025-04-24 14:37:31
10027814686087,Intel 酷睿 i7 12700,2430.0,2149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10027814686087.html,https://2c.zol-img.com.cn/product/219_320x240/88/cepwttZzfuICo.jpg,"适用类型：台式机
CPU系列：酷睿i7 12代系列
CPU主频：2.1GHz
最高睿频：4.9GHz
三级缓存：25MB
插槽类型：LGA 1700
核心数量：十二核心
线程数：二十线程",,5万+,2025-04-24 14:37:39
10092136983722,Intel 酷睿i5 9400F,1119.0,325.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10092136983722.html,https://2c.zol-img.com.cn/product/220_320x240/898/ceFftsJaWtghc.jpg,"适用类型：台式机
CPU系列：酷睿i5 9代系列
CPU主频：2.9GHz
最高睿频：4.1GHz
三级缓存：9MB
插槽类型：LGA 1151
核心数量：六核心
线程数：六线程",,200+,2025-04-24 14:37:57
10027803346517,Intel 酷睿 i3 12100,990.0,999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10027803346517.html,https://2e.zol-img.com.cn/product/221_320x240/144/ceJUKcloJ1Io.jpg,"适用类型：台式机
CPU系列：酷睿i3 12代系列
CPU主频：3.3GHz
最高睿频：4.3GHz
三级缓存：12MB
插槽类型：LGA 1700
核心数量：四核心
线程数：八线程",,5万+,2025-04-24 14:38:35
10039470575696,Intel 酷睿 i5 12600K,1930.0,1599.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10039470575696.html,https://2a.zol-img.com.cn/product/220_320x240/558/ce1rWBDSKXtCA.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：3.7GHz
动态加速频率：4.9GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：十核心
线程数：十六线程",,5万+,2025-04-24 14:39:03
10069496172346,Intel 酷睿 i5 13400,1799.0,999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10069496172346.html,https://2d.zol-img.com.cn/product/226_320x240/859/ceTVLKpXS9uI.png,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：2.5GHz
最高睿频：4.6GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：十核心
线程数：十六线程",,1000+,2025-04-24 14:39:20
100006897507,Intel 酷睿i5 10400F,880.0,589.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100006897507.html,https://2e.zol-img.com.cn/product/223_320x240/194/cePwWOhsarBI.jpg,"适用类型：台式机
CPU系列：酷睿i5 10代系列
CPU主频：2.9GHz
最高睿频：4.3GHz
三级缓存：12MB
插槽类型：LGA 1200
核心数量：六核心
线程数：十二线程",英特尔京东自营旗舰店,20万+,2025-04-24 14:39:28
10073645784292,AMD Ryzen 7 7800X3D,3099.0,2549.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10073645784292.html,https://2d.zol-img.com.cn/product/222_320x240/425/cenfQOHuCZi0k.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 7000系列
最高睿频：5GHz
CPU主频：暂无数据
三级缓存：96MB
插槽类型：Socket AM5
核心数量：八核心
线程数：十六线程",,2000+,2025-04-24 14:39:36
10068925213637,Intel 酷睿 i7 12700KF,2730.0,1448.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10068925213637.html,https://2a.zol-img.com.cn/product/219_320x240/80/ceKtCwgbIzwG6.jpg,"适用类型：台式机
CPU系列：酷睿i7 12代系列
CPU主频：3.6GHz
动态加速频率：4.9GHz
三级缓存：25MB
插槽类型：LGA 1700
核心数量：十二核心
线程数：二十线程",,200+,2025-04-24 14:39:44
10025914155144,AMD Ryzen 5 5600X,1510.0,619.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10025914155144.html,https://2c.zol-img.com.cn/product/220_320x240/748/ceAFZXHup6qN6.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 5000
CPU主频：3.7GHz
动态加速频率：4.6GHz
三级缓存：32MB
插槽类型：Socket AM4
核心数量：六核心
线程数：十二线程",,2万+,2025-04-24 14:39:52
10063914228583,AMD Ryzen 7 5800X,2480.0,1249.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10063914228583.html,https://2f.zol-img.com.cn/product/220_320x240/533/cetp7kI80bd.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 5000
CPU主频：3.8GHz
动态加速频率：4.7GHz
三级缓存：32MB
插槽类型：Socket AM4
核心数量：八核心
线程数：十六线程",,2万+,2025-04-24 14:40:21
10098278509304,Intel 酷睿i5 8400,1689.0,379.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10098278509304.html,https://2e.zol-img.com.cn/product/223_320x240/472/ceYFxSK7YxZuo.jpg,"适用类型：台式机
CPU系列：酷睿i5 8代系列
CPU主频：2.8GHz
最高睿频：4GHz
三级缓存：9MB
插槽类型：LGA 1151
核心数量：六核心
线程数：六线程",,2000+,2025-04-24 14:40:51
10036373067007,AMD Ryzen 5 3600,1199.0,1249.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10036373067007.html,https://2a.zol-img.com.cn/product/220_320x240/308/cebVMjCuiTkCc.png,"适用类型：台式机
CPU系列：AMD Ryzen 5 3000
CPU主频：3.6GHz
动态加速频率：4.2GHz
三级缓存：32MB
插槽类型：Socket AM4
核心数量：六核心
线程数：十二线程",,10万+,2025-04-24 14:41:01
10048328150392,AMD Ryzen 5 5500,1099.0,429.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10048328150392.html,https://2c.zol-img.com.cn/product/220_320x240/748/ceAFZXHup6qN6.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 5000
CPU主频：3.6GHz
动态加速频率：4.2GHz
插槽类型：Socket AM4
三级缓存：暂无数据
核心数量：六核心
线程数：十二线程",,2万+,2025-04-24 14:41:10
100012989117,AMD Ryzen 7 5700G,2599.0,959.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100012989117.html,https://2d.zol-img.com.cn/product/220_320x240/525/ceD8b2pGg3XeI.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 5000
CPU主频：3.8GHz
动态加速频率：4.6GHz
三级缓存：16MB
插槽类型：暂无数据
核心数量：八核心
线程数：十六线程",AMD京东自营旗舰店,10万+,2025-04-24 14:41:47
1745476929,AMD Ryzen 7 3700X,1729.0,,,https://2d.zol-img.com.cn/product/223_320x240/205/cee59kljCmXI.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 3000
CPU主频：3.6GHz
动态加速频率：4.4GHz
三级缓存：32MB
插槽类型：Socket AM4
核心数量：八核心
线程数：十六线程",,,2025-04-24 14:42:09
10097348857761,Intel 酷睿i7 8700,2859.0,739.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10097348857761.html,https://2c.zol-img.com.cn/product/223_320x240/266/cer4UVWXhQQm.jpg,"适用类型：台式机
CPU系列：酷睿i7 8代系列
CPU主频：3.2GHz
最高睿频：4.6GHz
三级缓存：12MB
插槽类型：LGA 1151
核心数量：六核心
线程数：十二线程",,2000+,2025-04-24 14:42:13
1745476950,Intel 酷睿i7 7700,2898.0,,,https://2c.zol-img.com.cn/product/223_320x240/664/ce12PJpVV98pE.jpg,"适用类型：台式机
CPU系列：酷睿i7 7代系列
CPU主频：3.6GHz
最高睿频：4.2GHz
三级缓存：8MB
插槽类型：LGA 1151
核心数量：四核心
线程数：八线程",,,2025-04-24 14:42:30
100145512964,Intel 酷睿 Ultra 5 245K,2499.0,1999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100145512964.html,https://2c.zol-img.com.cn/product/270_320x240/956/ce9DTWcmdK6Y.jpg,"适用类型：台式机
CPU系列：酷睿 Ultra 5 200系列
最高睿频：5.2GHz
CPU主频：暂无数据
三级缓存：24MB
插槽类型：LGA 1851
核心数量：14核心
线程数：14线程",英特尔京东自营旗舰店,20万+,2025-04-24 14:42:37
10067918803367,AMD Ryzen 7 7700,1899.0,999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10067918803367.html,https://2d.zol-img.com.cn/product/222_320x240/425/cenfQOHuCZi0k.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 7000系列
CPU主频：3.8GHz
最高睿频：5.3GHz
三级缓存：32MB
插槽类型：Socket AM5
核心数量：八核心
线程数：十六线程",,5000+,2025-04-24 14:42:51
10068712540026,Intel 酷睿 i7 13700K,3900.0,2609.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10068712540026.html,https://2a.zol-img.com.cn/product/222_320x240/54/celaDB8FF6rAo.jpg,"适用类型：台式机
CPU系列：酷睿i7 13代系列
CPU主频：3.4GHz
最高睿频：5.4GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,200+,2025-04-24 14:43:24
100026922744,Intel 酷睿 i7 12700K,2830.0,1899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100026922744.html,https://2d.zol-img.com.cn/product/219_320x240/77/ceQFaiCHa07xE.jpg,"适用类型：台式机
CPU系列：酷睿i7 12代系列
CPU主频：3.6GHz
动态加速频率：4.9GHz
三级缓存：25MB
插槽类型：LGA 1700
核心数量：十二核心
线程数：二十线程",英特尔京东自营旗舰店,20万+,2025-04-24 14:43:41
100069427204,Intel 酷睿 i9 14900KF,4799.0,3299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100069427204.html,https://2f.zol-img.com.cn/product/264_320x240/749/ceuNTDIw8dfVc.png,"适用类型：台式机
CPU系列：酷睿i9 14代系列
最高睿频：6GHz
CPU主频：暂无数据
三级缓存：36MB
插槽类型：LGA 1700
核心数量：24核心
线程数：32线程",英特尔京东自营旗舰店,20万+,2025-04-24 14:44:30
100039537667,AMD Ryzen 9 7950X,5499.0,3469.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100039537667.html,https://2a.zol-img.com.cn/product/222_320x240/314/ceXaHR1XwO5Ww.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 9 7000系列
CPU主频：4.5GHz
最高睿频：5.7GHz
三级缓存：64MB
插槽类型：Socket AM5
核心数量：十六核心
线程数：三十二线程",AMD京东自营旗舰店,5万+,2025-04-24 14:44:45
1745477104,Intel 酷睿i5 7500,1999.0,,,https://2d.zol-img.com.cn/product/263_320x240/123/ce6f5ulJPQlPI.jpg,"适用类型：台式机
CPU系列：酷睿i5 7代系列
CPU主频：3.4GHz
最高睿频：3.4GHz
三级缓存：6MB
插槽类型：LGA 1151
核心数量：四核心
线程数：四线程",,,2025-04-24 14:45:04
10061565047909,Intel 酷睿 i7 13700KF,3700.0,2899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10061565047909.html,https://2c.zol-img.com.cn/product/222_320x240/44/cek7FFD5mDM1M.jpg,"适用类型：台式机
CPU系列：酷睿i7 13代系列
CPU主频：3.4GHz
最高睿频：5.4GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,2万+,2025-04-24 14:45:09
100037299996,Intel 酷睿 i5 12490F,1280.0,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100037299996.html,https://2f.zol-img.com.cn/product/222_320x240/777/ceTanyqNhSNU.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：3GHz
最高睿频：4.6GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：六核心
线程数：十二线程",英特尔京东自营旗舰店,20万+,2025-04-24 14:45:20
10061565047906,Intel 酷睿 i5 13600K,2599.0,1799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10061565047906.html,https://2d.zol-img.com.cn/product/222_320x240/237/ce0AQB5rXJrsI.jpg,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：3.5GHz
最高睿频：5.1GHz
三级缓存：24MB
插槽类型：LGA 1700
核心数量：十四核心
线程数：二十线程",,2万+,2025-04-24 14:45:30
10067764738500,Intel 酷睿 i7 13700,3049.0,3099.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10067764738500.html,https://2e.zol-img.com.cn/product/226_320x240/214/ceNTwGJhF36tU.jpg,"CPU系列：酷睿i7 13代系列
适用类型：暂无数据
CPU主频：2.1GHz
最高睿频：5.2GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,2万+,2025-04-24 14:45:38
10099506812718,Intel 酷睿i3 8100,899.0,140.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10099506812718.html,https://2d.zol-img.com.cn/product/223_320x240/153/ceC0gTVQqa7Xg.jpg,"适用类型：台式机
CPU系列：酷睿i3 8代系列
CPU主频：3.6GHz
动态加速频率：暂无数据
三级缓存：6MB
插槽类型：LGA 1151
核心数量：四核心
线程数：四线程",,500+,2025-04-24 14:45:46
10039470575692,Intel 酷睿 i9 12900K,4430.0,3099.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10039470575692.html,https://2c.zol-img.com.cn/product/219_320x240/744/ce7TcIDQpXAU.jpg,"适用类型：台式机
CPU系列：酷睿i9 12代系列
CPU主频：3.9GHz
动态加速频率：5.1GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,5万+,2025-04-24 14:46:48
10043956009000,Intel 酷睿 i7 12700F,2280.0,1999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10043956009000.html,https://2f.zol-img.com.cn/product/220_320x240/193/cePHmiQQprR0E.jpg,"适用类型：台式机
CPU系列：酷睿i7 12代系列
CPU主频：2.1GHz
最高睿频：4.9GHz
三级缓存：25MB
插槽类型：LGA 1700
核心数量：十二核心
线程数：二十线程",,5万+,2025-04-24 14:46:57
100009085707,AMD Ryzen 9 5950X,5270.0,3699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100009085707.html,https://2f.zol-img.com.cn/product/220_320x240/969/ceSHNNETcJ8Bs.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 9 5000
CPU主频：3.4GHz
动态加速频率：4.9GHz
三级缓存：64MB
插槽类型：Socket AM4
核心数量：十六核心
线程数：三十二线程",AMD京东自营旗舰店,10万+,2025-04-24 14:47:28
10066416959271,Intel 酷睿 i9 13900K,5500.0,1988.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10066416959271.html,https://2a.zol-img.com.cn/product/222_320x240/12/cepiCNODl0ycU.jpg,"适用类型：台式机
CPU系列：酷睿i9 13代系列
CPU主频：3GHz
最高睿频：5.8GHz
三级缓存：36MB
插槽类型：LGA 1700
核心数量：二十四核心
线程数：三十二线程",,3,2025-04-24 14:47:56
10036130619501,Intel 奔腾金牌 G6405,430.0,549.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10036130619501.html,https://2f.zol-img.com.cn/product/224_320x240/189/ceAhegigExXBs.jpg,"适用类型：PC/Tablet
CPU系列：奔腾金牌
CPU主频：4.1GHz
动态加速频率：暂无数据
三级缓存：4MB
插槽类型：LGA1200
核心数量：双核心
线程数：四线程",,5000+,2025-04-24 14:48:14
10095196932150,Intel 酷睿i7 9700,2599.0,889.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10095196932150.html,https://2b.zol-img.com.cn/product/221_320x240/377/cekZmEeDovOk.jpg,"适用类型：台式机
CPU系列：酷睿i7 9代系列
CPU主频：3GHz
最高睿频：4.7GHz
三级缓存：12MB
插槽类型：LGA 1151
核心数量：八核心
线程数：八线程",,2000+,2025-04-24 14:48:43
100085063817,AMD Ryzen 5 5600GT,1049.0,829.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100085063817.html,https://2b.zol-img.com.cn/product/259_320x240/743/ceB5GqQaczcJo.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 5000系列
CPU主频：3.6GHz
动态加速频率：4.6GHz
三级缓存：16MB
插槽类型：Socket AM4
核心数量：6核心
线程数：12线程",AMD京东自营旗舰店,10万+,2025-04-24 14:48:53
1745477361,Intel 酷睿i5 11400,1359.0,,,https://2f.zol-img.com.cn/product/221_320x240/95/ceonrkAfm7lFo.jpg,"适用类型：台式机
CPU系列：酷睿i5 11代系列
CPU主频：2.6GHz
最高睿频：4.4GHz
三级缓存：12MB
插槽类型：LGA 1200
核心数量：六核心
线程数：十二线程",,,2025-04-24 14:49:21
10090395528085,Intel 酷睿i3 9100F,799.0,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10090395528085.html,https://2c.zol-img.com.cn/product/221_320x240/490/ceWaftSBEiVFI.jpg,"适用类型：台式机
CPU系列：酷睿i3 9代系列
CPU主频：3.6GHz
最高睿频：4.2GHz
三级缓存：6MB
插槽类型：LGA 1151
核心数量：四核心
线程数：四线程",,2000+,2025-04-24 14:49:36
1745477387,AMD Ryzen 9 7950X3D,5299.0,,,https://2a.zol-img.com.cn/product/222_320x240/314/ceXaHR1XwO5Ww.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 9 7000系列
CPU主频：4.2GHz
最高睿频：5.7GHz
三级缓存：128MB
插槽类型：Socket AM5
核心数量：十六核心
线程数：三十二线程",,,2025-04-24 14:49:47
10058201628462,AMD Ryzen ThreadRipper Pro 5995WX,49999.0,3.1,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10058201628462.html,https://2d.zol-img.com.cn/product/222_320x240/121/cepZxdvFtiw6w.jpg,"适用类型：台式机
CPU系列：AMD Ryzen Threadripper 5000
CPU主频：2.7GHz
动态加速频率：4.5GHz
三级缓存：256MB
插槽类型：sWRX8
核心数量：六十四核心
线程数：一百二十八线程",,34,2025-04-24 14:49:50
67896139622,AMD Ryzen 5 3500X,1099.0,429.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/67896139622.html,https://2b.zol-img.com.cn/product/222_320x240/317/celgb7zFCuSxs.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 3000
CPU主频：3.6GHz
动态加速频率：4.1GHz
三级缓存：32MB
插槽类型：Socket AM4
核心数量：六核心
线程数：六线程",,500+,2025-04-24 14:49:58
